"user_id","cafe_id","score","txt"
"2615","2","3","如果夠幸運坐在窗邊真的很美，缺點是裡面真的有點熱，進場時店家有說明冷氣都已全開，也有近十台的電扇在吹，所以如果是想進來吹冷氣納涼可能會失望，部分羊奶飲品可以改牛奶，聖代的羊奶味道有點重，如果不喜羊奶味可以跳過。當天餐食部分有很多沒供應，其他沒有太驚艷的感受。"
"2616","2","3","餐廳位在海邊，可以放空看看海，外邊也可以悠閑走走；用餐環境寬敞，服務不錯，咖啡、可可、蛋糕都很不錯，有到七星潭可以來此一遊。"
"2617","2","4","在海邊居然有一間入口不起眼的牧場，走上階梯，發現別有洞天，一棟建築物矗立眼前，入內有溫暖的燈光，咖啡，與甜點！
在這個空間裡，是舒適的，可以恣意的看著大海，發呆，看書，寫字
環境整潔且清爽，喝完羊奶咖啡，走出戶外，也有三兩隻羊在圍欄裡咩咩的叫著，這裏晚上應該也有接受包場，看到有酒吧，座位等，是一個很不錯的空間！
略嫌美中不足的是，甜點好小😂 …"
"2618","2","4","很有夏威夷風情的餐廳，餐廳內外都整理的很好，視野也很棒，可以俯瞰七星潭海域，遠眺遠方的漁船或即將進花蓮港的商船，停車方便，雖然路途中的道路有點狹小但不至於連會車閃車的空間都沒有。餐點的部分覺得可以再更豐盛些，松露薯條很好吃，飲料也不差，個人喜歡海景餐廳能提供更多樣化、豐富的海鮮菜單，更能吸引及展現出海景餐廳的風格！"
"2619","2","2","擁七星潭無敵海景 啖美味異國美食

香草米蘭燉羊膝佐紅扁豆NT690元。號稱30年招牌餐點，份量、味道與口感均有水準以上，當然價格也相對不凡。 …"
"2620","2","5","風景優美

餐點好吃 …"
"2621","2","5","幸運坐到了靠窗的位子，海景令人心曠神怡。食物點了乳酪蛋糕和西班牙烘蛋，兩者都非常好吃且烘蛋的醬汁很搭。個人很喜歡喝熱羊奶，羊奶可以續一杯。而羊奶咖啡平日可以一直續非常佛心，服務人員很客氣，也主動問要不要續杯好幾次，下次來花蓮會再訪。"
"2622","2","5","餐點優秀，食量不多的人，建議兩人分食一個套餐。
羊奶咖啡好喝
風景不錯 …"
"2623","2","5","海景、牛排，尤其是燉羊膝，優秀到不行👍
可惜店裡有點太熱😅
甜點的部分創意大過美味！
整體來說很不錯的表現～ …"
"2624","2","4","在七星潭附近，有一間很特別的咖啡店，賣羊奶咖啡、羊奶紅茶、羊奶。裡面也很漂亮，還可以欣賞海景，很舒服的地方。"
"2625","2","3","景色100，其他看運氣。事隔二十年再來，已是觀光聖地。規模變大，餐食ok，許多項目已缺，選擇性低。價格也日漸高漲。"
"2625","3","4","環境舒適，典雅，餐點選擇多。
用心可見。
建議需訂位。"
"2626","2","4","價錢還可以，羊膝好吃，有紅酒燉牛肉的感覺，但建議另外加點一碗飯；米布丁滿特別的，很好吃！ 少一顆星是因為室內有點悶🥵 …"
"2627","2","5","羊奶製品的羊奶味很重，餐點都蠻好吃的，素食的套餐菜超多超豐富，羊膝要優雅的啃比較難，餐廳的景很好，是會想再帶其他家人朋友回訪的點🥰 …"
"2628","2","2","有漂亮的海景 但餐點530的牛肉松露三明治 就真的如其名 三明治內只有牛肉 松露 鮮奶油？ 非常的單調 加上一些生菜 蔬菜 主餐整體CP值非常低 湯好喝 附餐的手工咖啡好喝 沙拉很小份 但口味不錯"
"2629","2","4","視野超好的海岸咖啡廳，食物也好吃，羊奶吐司和羊奶咖啡喝得出羊奶味，松露牛肉三明治很推！"
"2629","46","5","一進到室內就是沁人的檜木香，到花蓮這麼多次，第一次到秋朝，非常喜歡安靜迷人的日式風格，值得一來再來"
"2630","2","5","吃:
風景不錯，起司蛋糕好吃😋如果服務可以更友善會更加分 …"
"2631","16","5","本來只是要等火車回家，臨時google 隨意暫停區，沒想到很喜歡這茶及豪華挑高舒適環境、紅玉真好喝，回沖味道仍很香，將茶渣放入隨手瓶回西部了，抹茶拿鐵上美麗拉花為花東行留下perfect ending"
"2631","2","5","無敵太平洋海景，七星潭灣盡入眼簾，餐廳冷氣很強，涼涼欣賞海景及享受美食。"
"2632","2","3","咖啡廳在2樓，只有樓梯，裝潢很舒適讓人放鬆，旁邊是無敵海景。週五來羊奶咖啡可以一直續杯，熱羊奶可以續杯一次，兩個味道都很香濃，咖啡喝了不會心悸，附的餅乾不錯吃，還點了一個米布丁，滿大盤的，但部分配菜有點死甜，消費不便宜（我點那些520）。適合大人來這邊慢慢喝咖啡聊天，帶小孩來會比較無聊。"
"2633","2","5","很棒的地方，手工餅乾很好吃，羊奶咖啡和羊奶拿鐵羊味很夠，窗邊座位要預定，整體來說體驗非常好。"
"2634","2","5","羊奶咖啡建議點冰的 比較沒有羊味 附的餅乾很好吃 乳酪蛋糕很棒 沒有羊味 才30 伯爵鮮奶茶很好喝 很大一壺 很划算"
"2634","11","5","來了三次才成功入座 太夯了 咖啡不好喝 檸檬生乳酪蛋糕很好吃 巴斯克乳酪蛋糕有濃濃的香草味"
"2635","2","5","很令人放鬆得氛圍😌
若要看海 建議提前電話定位靠窗位置
餐點推推松露牛肉三明治 …"
"2636","2","5","用餐環境非常的優美，要提早預訂落地窗旁的座位，可以一覽無遺東海岸的海岸線。"
"2637","2","4","無敵海景，好喝的咖啡，但甜點只有一小小片。"
"2638","2","5","羊奶吐司Q彈水嫩，不會像一般吐司一樣乾乾的
羊奶咖啡味道特別，但喝到後面有點轉苦
風景優美，室內有些鮮花植栽，環境乾淨清潔"
"2639","2","5","七星潭旁，但離海仍然有些距離。餐點以羊奶為特色，海鮮焗烤盅的海鮮很新鮮好吃！價位偏高，但吃了海鮮盅後覺得價格實在。"
"2640","2","4","東西好吃，風景漂亮
記得先訂位窗邊，如果沒有訂位旁邊有空位也無法，只能被無情的拒絕，三點過後無法供餐切記
米布丁還有羊奶冰淇淋推推！"
"2641","17","5","如果你想在花蓮喝點道地的咖啡，就來這家小店吧。我們很著急，所以我們只點了一份巴拿馬柏林手滴劑。它執行得無可挑剔，所有的好味道都被提取出來了。比市中心的一些著名的要好得多。咖啡師甚至為我們提供了品嚐杯，以便我們可以分享。 想在花蓮喝高水準的咖啡一定要到那家小店！"
"2641","2","5","餐點（有素食）、環境、服務都有到位。價位也算是合理的。請留意這家的奶製飲品（如拿鐵）是以羊乳為主的。

90分鐘用餐時間、$250抵銷。零時到場的話很可能會等不到位。"
"2642","2","4","緊鄰七星潭、風景絕佳，室內裝潢也有一點海島風格，餐點價格不低，羊奶系列的飲料跟甜點值得一試，但能否接受就看個人喜好了XD"
"2642","23","5","有特色的環境，精彩的咖啡技術，精緻美味的甜點，都展現了老闆獨特的風格品味，親切的服務與可愛的貓咪更是大加分。"
"2643","2","3","價格高但餐點也都在水準以上！值得一試！服務態度差，特別是點菜單上簽「柏」字的服務生，好似欠他錢一樣！雞腿排比焗烤海鮮超值！羊奶飲品喝起來有跟吃羊肉一樣的腥味！夏天正午用餐，冷氣不夠力！"
"2644","2","1","老闆出來管管吧！
服務人員面色和善，但是說出來的話一點也不友善，態度惡劣！
因為坐得位置會被冷氣吹到，小孩已經手腳冰冷，要求換座位，服務員一句這裡就是這麼冷真的很讓人無言！ …"
"2645","22","5",
"2645","46","5",
"2645","6","5","抱著姑且一試的心情過去，還真的沒人排隊耶，立馬進去發現只有2桌客人，店員直接讓我自選座位，真開心。點了金時蒙布朗、龍眼白蘭地磅蛋糕和一杯焙茶拿鐵，甜點一上桌，不斷有淡淡香氣飄來，原來是磅蛋糕啊，溫溫的蛋糕一咬下就有龍眼的香味，沒有感覺到酒味，不會太甜膩；蒙布朗也是只有淡淡的甜味，最底層像是泡芙，有酥脆感，都很好吃，下次想試試他們的生吐司和冰品。"
"2645","3","5","特地為了舒芙蕾而來，吃得出使用很好的原料，只是舒芙蕾本身的口感跟以往吃到的不同，滿意值小小降低了一些。"
"2645","2","5","走到海邊只要3-5分鐘，非常方便。
東西滿好吃的，生意也蠻好的，態度很客氣
餅乾超級好吃！！！"
"2646","2","5","如果想看海但是不想被熱到，這邊很適合來
店內環境舒適 有冷氣 有下午茶也有正餐
結束營業後，外面是一個小酒吧餐廳
太晚也可以過來"
"2647","3","5","隱身巷內的小清新空間 服務品質很優喔～餐點也都有一定的水準"
"2647","2","5","超舒服的海邊咖啡廳 羊奶製品都很特別 營運多年 質量都維持一定的水平 建議先訂位再前往"
"2647","7","5","不會吧～來這麼多次 竟然還沒有寫過評論怎麼行…
一般來說 風景優美的地方餐點都不怎麼樣，東西好吃的地方，風景都不怎麼樣  浪慢咖啡是很難得 視野開闊舒服 餐點又有一定水準的地方 所以才會帶朋友一來再來😁
老闆堅持有座位才放人進來 讓進入消費的朋友可以有不擁擠的活動空間 服務和價位也很ok 是個優閒 殺記憶卡的優質空間 …"
"2648","2","4","視野很棒，可以看到大海，放鬆喝咖啡的好地方
一進去有真的羊咩咩喔！ …"
"2649","2","3","無敵海景加上有味道的裝潢，但餐點不怎麼樣，價格不便宜，用餐90分鐘，有停車空間，還有3隻可愛的羊。"
"2650","2","2","第一次到店內用餐整體環境還滿舒適的，適合喝咖啡吃小點心聊聊天的地方，不過價位偏貴！！喝的個人覺得很普通幾乎都已羊奶為主
因為沒訂位的關係所以坐的位置海景只有看得到一半😭吃的東西還不錯👍用餐時間為90分鐘不過我個人是不會想再去了😂
建議大家想要邊用餐邊看海景要提前預約喔👍👍 …"
"2651","2","5","餐點好吃 服務很好  景色也很棒 雖然今天陰天風好大 但裡面很舒適 謝謝服務人員"
"2652","2","5","空間很大，很舒服的一家店，而且也沒有限時
可以待著，靜靜看海
不過建議最好事先訂位，不然用餐時間人挺多的 …"
"2653","2","3","位於廣闊優美的七星潭海邊，飲品及麵包類還不錯，主食排餐價位偏高。這裡挺適合三五好友聚會閒聊~整體中午時用餐（日曬屋頂關係），室內感覺有些悶熱不舒適，空氣對流要改善一下，現場服務人員應對也尚可!"
"2654","2","5","風景優美，且服務超好，飲料不小心打翻店員還會再給我們一杯。只是飲料的羊奶味太重，有點喝不太習慣，愛喝羊奶的人應該會很喜歡.
cp值很高，值得再來一次😀。 …"
"2655","2","5","七星潭元老級的餐廳，20年過去了，七星潭已經脫胎換骨完全不同了；餐廳內裝依舊保持當年景致，令人回味與感觸。"
"2656","55","5","漂亮有氣質的年輕老闆，能把巴拿馬水洗咖啡，沖出濃郁滑順極甘的ㄧ杯好咖啡，對海拔不高的巴拿馬咖啡，善用其濃郁卻能摒除雜味所帶來的不愉悅，不得不佩服老闆的手沖功力，無疑的她善用了水的溶解度與溫度的特性，這是一般人甚至老師都不可能瞭解的原理，就只能靠敏銳的感知及耐心的測試。另外點的ㄧ款，香氣四逸，口感淡薄但卻極純的是哥倫比亞的咖啡，一般買得到的哥倫比亞咖啡豆，品級均不高，但其實哥倫比亞西側都是高山，要把咖啡種在兩千公尺的高海拔易如反掌。而此咖啡如此呈現有兩種可能，ㄧ是超高海拔即種植 …"
"2656","2","4","七星潭剛開發時，週邊仍是老舊荒蔓，在幾經轉折來到一家木造但卻氣派又充滿巧思布置的營業場所，視野開闊餐飲有特色，甚多以羊奶的食品和飲品，讓我這遠道客念念不忘，時間飛逝，一愰已過十幾二十年，七星潭越來越美，規劃越完整，週邊高級旅舍越蓋越多，當我再度來到這地方，我有說不出的失望，庭園感覺是缺乏整理，內裝也退步了，質感是簡陋。點了羊奶咖啡，喝了大吃一驚，這個年代還有如此難喝的咖啡，幸好其它點的羊奶聖代、羊奶起司蛋糕及餅乾都很好吃。一路走來感覺它跟不上時代的腳步了，但願它不會在未來被淘汰。"
"2657","2","5","外表看起來稍舊，但室內空間舒適雅緻，窗外海天一色超美，餐點飲料美味，值得推薦"
"2658","2","4","有附停車場
飲品羊奶味比較重
羊奶咖啡有附一片餅乾 …"
"2659","2","4","可以晀望整個七星潭的無敵海景餐廳，羊奶咖啡第一次嘗試，味道很特別咖啡香配上羊奶特有的香氣，再搭配上羊奶乳酪蛋糕，結束可以沿著七星潭走一下很愜意放鬆地度過一個下午。"
"2660","16","1","三個人點了三杯飲料，但一直沒上，我跟他們說了，他們說理解並等了一會兒，結果卻把飲料給了另一桌，再也沒給我們。等了一個小時左右，火車快開走了，我得走了，就讓他們取消訂單，他們居然說“好吧，隨便啦~”……結果只有兩個人吃了東西，我一個朋友因為等飲料都沒吃上，他們的這種態度讓我很生氣，結帳的時候就跟服務員說了，但他們一開始連句都沒有，只是跟我解釋了原因。難道他們當初說飲料沒上的時候就不該解釋一下嗎？最後，他們只是說了句“哦……關於那件事……對不起”，連看都沒看一眼正在調飲料的那個人，那人看起來像是老闆。當時客人不多，但一個小時過去了，他們還是沒把所有桌子的飲料都上齊。他們做東西好像很慢……如果你沒時間，最好還是別去了。"
"2660","2","5","位子在窗邊風景很好
餐點也很好吃😋
絕對會列入二訪名單❤️ …"
"2661","2","5","非常不錯的景觀餐廳
靠近七星潭 …"
"2661","18","5","咖啡與貓。"
"2661","5","5","貓X咖啡X書籍
太棒的地方"
"2661","22","5","好咖啡！"
"2661","24","4","手沖有水準之上
自家烘豆"
"2662","2","5","吃過好幾次
最好吃的就是羊膝和羊奶咖啡
其他餐點就比較普通 …"
"2663","2","5","我點的牛肝菌野菇燉雞，整體味道真的不錯，適合喜歡菇類的朋友吃，羊奶也好喝，敢喝的朋友一定要試試看。
一邊看海一邊聽海浪用餐，整體感覺很舒服。"
"2664","2","5","招牌羊奶咖啡 滋味特殊
餐點都還不錯
今天的燉牛膝沒有羊騷味，軟嫩好吃😋
漢堡及辣雞皆附飯，飯完全吃不下😅 …"
"2665","2","4","餐廳位於七星潭旁二樓，低消一杯飲品，景觀不錯，但要窗邊位子建議打電話訂位。
週六早上約10:40抵達，餐廳還有非靠窗座位，但11點開始便陸陸續續有人來，人多建議訂位，一人客在未客滿時也有提供座位。
整體用餐空間寬敞，和隔壁桌的走道距離也很寬，另外還有一個包廂疑似是室外座位，一個比較隱密可以容納約30人的偏廳。 …"
"2666","2","5","有品位的店家，東西都好吃，服務也很好"
"2666","2","5","羊膝套餐很棒、風景也很棒、服務更是ㄧ級棒、還可帶小狗去、超讚、下次還會再來"
"2667","2","5","除了餐廳需等50分鐘以外、其他環境服務品質都不錯👍🏻價格偏中上、以羊奶飲料為主、在四八高地旁的景觀咖啡廳、任何時段來都很適合！ …"
"2668","2","5","看海喝下午茶是愜意，小包廂有4桌聲音比較大，可能我們有帶小孩被安排在那一區，遇到嗓門大就不太想多待"
"2669","2","5","烤羊膝非常美味，羊奶咖啡很特別，來七星潭走走總會想來吃一下！"
"2669","46","5","一棟日式建築存在著兩家店，差點錯過這家只營業週三四五的咖啡館，滿室的檜木香，￼附送的可頌也好吃！"
"2670","2","5","這是跟我過世的姊姊有回憶的地方 很高興又有機會來到這邊 裡面的椅子跟我很多年前來的時候已經不太一樣了 但還是很美 視野非常好 可以一望無境 羊奶跟咖啡非常合拍 平日招牌熱羊奶咖啡可以一直續杯 搭配的餅乾非常好吃 還有很多年前就吃過的羊奶起司蛋糕
老公點羊奶拿鐵也很好喝 有看到四隻可愛的羊咩咩🐑 …"
"2671","2","3","建議先提前幾天打電話訂位，如臨時定位或現場候位的位子，多半不會是太好。店員態度非常堅持，不是定位不會讓你坐窗邊，即使進去到離開的兩小時內都沒有客人

這次是第二次光顧，上次跟朋友一群來吃餐點，表現普遍都不是很好，這次純粹來喝個下午茶，看看海景 …"
"2672","2","5","無敵海景一百分太完美了😍。車子停在公有停車場散步過來，才知道裡面也有附設停車場，不過還好散散步心情愉快無敵海景超美的推薦給大家⋯⋯羊奶咖啡味道不錯👍 …"
"2673","2","4","羊奶製品味道很棒夠騷😆香草米蘭燉羊膝佐紅扁豆 肉非常嫩 戴牙套都能吃不費力 湯頭也不錯 就是貴
然後黑色大羊會欺負棕色🏾那隻羊 很壞 羊相如圖 …"
"2674","2","5","我們一群人去，點完餐結帳後服務員說這次消費沒收服務費，還不錯，環境也很舒適！

還有小羊可以摸可以看"
"2675","2","4","舒適享受大自然，窗外看海景，喝這羊奶、羊奶咖啡配小餅乾，和朋友們聊天，渡過炎炎夏日～下次會去品嚐美食"
"2676","2","5","平日沒什麼人，可以電話訂窗邊海景座位～
配上海景很放鬆的享用餐點"
"2677","4","5","意外發現角落的小店，熱壓吐司的表皮烤的焦香酥脆，生菜也很充足，價格約80-120附有小杯紅茶，店內氣氛十分地悠閒，還有兩隻可愛的貓，很推薦大家來"
"2677","2","4","位於七星潭的咖啡店，海景很美，招牌是羊奶咖啡，裡面有癢幾隻羊還可以跟他們互動"
"2678","2","3","看了很多評論和介紹後慕名而來，首先必須說，景觀真的很棒，整片大玻璃窗外就是遼闊的海景，視野非常舒服。 …"
"2679","2","5","雖然花蓮到處都是無敵海景
但這個地方還是很值得來
餐點價位覺得中等 下次還會再來"
"2680","2","5","花蓮海景咖啡廳，很特別的布丁，還有羊奶唷！
環境非常舒服，線上可以預約很方便～來放鬆心情非常值得唷！"
"2681","2","5","服務親切。空間舒服"
"2682","2","4","炎熱的夏天看海有冷氣很重要，咖啡很特別，餐點也蠻不錯的，不過價格略高"
"2683","2","4","雖然還是沒辦法接受羊奶的味道，這還是一家很棒的店，享受了一下午的無價海景 。"
"2683","40","4","非常奇特的店家，讓人完全失壓～
老闆是台北小孩，到花蓮唸書，從此落腳花蓮，11載歲月……"
"2684","2","5","七星潭美景淨收眼底，餐點飲品皆在水準之上，羊奶製品令人驚艷。
吃完還可以走下階梯看海，氛圍放鬆，如同花蓮給人的感受，非常推薦。"
"2685","3","5","很有巧思的文青咖啡店，今日用了素食麻油杏鮑菇，薑黃飯好吃小菜清爽不鹹不油膩，湯品用料感覺很有機。舒芙蕾鬆軟不會太軟爛又不會太硬適中好吃！"
"2685","2","3","味道一般般 油醋醬頗油 湯品好喝但太鹹 主餐煎櫛瓜好吃 炒菇菇也是有點鹹 價高物不值🤪 …"
"2686","2","4","食物好吃
服務很好
景色優美"
"2687","2","5","餐點普普
但風景美麗 服務生情切
入座後不能換位置 低消一杯飲料"
"2688","2","5","最佳視覺咖啡廳。羊奶咖啡很特別。"
"2689","2","5","內裝很美風景也很美麗！東西意料之外的好吃，牛肉非常好入口，配餐的沙拉與馬鈴薯泥味道原味，羊乳冰淇淋香醇👍🏼愜意的好地方。 …"
"2690","2","5","早上和女朋友騎腳踏車意外遇到的超級驚喜的店
因為沒有其他客人 所以坐在靠窗座位
女友的第一的念頭是「想和這間咖啡廳結婚」 …"
"2691","2","5","連假中午前往用餐
很幸運的沒有排到隊 …"
"2691","33","5","甜點很好吃且價格合理
服務也很親切
會想多試試咖啡和其他甜點"
"2692","2","5","看海喝咖啡的好地方,主打羊奶類產品,但外觀看起來像廢墟,畢竟已經開業20年以上,東西也越來越貴,很多時候就是來回憶青春時代而已,餐點沒太大問題也不會很突出"
"2693","48","4","民宿配合的咖啡廳提供早餐
可能是太早了店員還沒睡醒（？
外帶內用吃什麼確認了好幾次 …"
"2693","2","1","停好車後，覺得環境有點荒廢，雜草叢生，看起來沒什麼整理，可能想凸顯原始的花蓮，進去店裡後，等了許久才有服務生來問幾位，態度也不是很好"
"2693","3","5","如果飯上能加點醬汁會更好
單吃起來有點乾～
整體很不錯，份量大！
飲料、鬆餅都很讚👍🏻 …"
"2693","3","3","燒肉飯不太推薦
我會吃三層肉，蒜泥白肉、叉燒平常都喜歡吃，但那天吃了燒肉飯，第一口就覺得外皮炸太乾，吃到中間時覺得沒到好吃但也沒到難吃，但每一口都覺得炸皮存在感很高。 …"
"2693","20","5","好棒好可愛的小店！咖啡很好喝，戶外四個小座位也很舒服，輕鬆喝一杯咖啡很棒！價格很實在，每個角落都很好拍，來花蓮的時候推薦來看看❤️❤️❤️"
"2693","2","1","景點風景很好
羊奶奶昔很好喝
餐點點了牛肉松露 …"
"2693","17","5",
"2693","11","3","價格偏貴，但好喝"
"2694","2","1","這是我20年後第2次造訪，平常不習慣到觀光客擁擠的場所羣聚，許多東西跟從前記憶連不上，現在是羊奶咖啡普普，手工咖啡我沒辦法喝，人一多待不住。"
"2694","6","4","1/31這一天花蓮市的咖啡店幾乎集體罷工，找好久才找到這一間，剛進來我還以為回到從前摸摸茶的特種場所，落坐後細瞧卻別樹一格蠻有復古老派的装修風格，飲品甜點餐具都有一定水準，值得再訪！"
"2695","2","5","招牌飲品羊奶咖啡很濃醇也不腥，推薦給敢喝羊奶的人！咖啡有附一塊餅乾，很小杯，但假日可以免費續一杯。雖然飲品價位很高，但是因為特別而且又有面向大海的無敵海景座位，值得。
這次造訪只有點羊奶咖啡，而且是剛營業就前往，沒有訂位也有靠窗座位可以享用。"
"2696","2","5","來這裡用餐真的是個很舒服的享受，view超好的，餐點也很有水準，服務也很親切周到，帶小孩去吃的很開心。"
"2697","2","5","窗邊海景超級療癒，店內桌距安排得宜，氣氛非常好。
販售的是以羊奶為主的甜點，以及各類飲品。超推羊奶奶昔，濃郁且不腥，夏天來一杯很讚。
服務態度超級棒，待客有禮親切，餐點上桌時也都會清楚陳述品項，在現今台灣社會實屬稀缺。"
"2698","2","4","風景很美，羊膝好吃，德國豬腳肉有點柴，但還是好吃的。來之前要記得先訂位，用餐限時90分鐘。"
"2699","2","5","可以先上網訂位，10:00剛開門的時候來可以坐到靠窗位子。點了羊奶咖啡、乳酪蛋糕、藍莓聖代都很不錯。好看又好吃的咖啡店。"
"2699","3","5","超適合帶小孩來的網美餐廳，看到我們推嬰兒車主動幫忙換成一樓的座位，有兒童椅兒童餐具，也主動提供畫筆跟紙，書櫃上更有一整排童書供小孩打發時間。店員服務非常親切，餐點也都非常美味！"
"2699","4","3","點了兩種三明治，都不怎麼好吃"
"2699","20","5","涼涼的天適合散步來買肉桂捲跟咖啡。布朗尼普通"
"2700","2","4","位於花蓮七星潭的景觀餐廳，裝潢設計風格舒適，適合喝咖啡看海放空的地方。"
"2701","2","4","就在七星潭的海邊，坐在店裡就能欣賞海景！
羊奶咖啡值得一試，餐點價格雖然偏高，不過口味蠻好，搭配海景也覺得值得了！"
"2702","2","4","在餐廳喝咖啡邊欣賞美麗的七星
潭，人生一大享受！（牛奶拿鐵好喝，熱羊奶吐司好吃）"
"2703","2","5","環境乾淨景觀好，主餐飲品不雷～
可以來這裡放空耍廢～
很舒服，而且可以帶寵物來用餐～
今天都是喵喵叫～哈"
"2704","2","3","餐點味道不錯，羊奶咖啡/奶昔太腥太甜(抱著嚐鮮心可體驗品嚐)，服務機械感(強調有人訂位限時1.5小時)沒親和感"
"2705","2","5","舊地重本，可惜外觀環有些斑駁
正在整修中
到達時間是下午三點，只能點咖啡點心"
"2706","2","4","多年前來過此地，牧場氣息甚濃，如今餐廳已經重新裝潢改造，設計西式時尚，氣氛不錯😌餐點內容也挺有巧思創意，走高檔路線 …"
"2707","2","5","完美的海景餐廳…！景色太無敵
以景觀餐廳來說，餐點品質有中上水準
值得來放空"
"2708","2","5","餐點好吃的沒話說，風景更是優呀～服務也很到位喔！"
"2709","16","5","10.4.2024下午等待火車時在此停留，很喜歡這裡的清悠感，而且大家聊天不會只顧自己，很舒服的環境。

本想慢慢享用，風雨愈來愈大，不得不先到車站內更改上車時間，下次再到花蓮停留，會再來坐坐。"
"2709","2","5","這是會想再去的景點。
預約的話感覺可以坐到窗邊的位置~ …"
"2710","7","5","吹吹海風休息一下吧！"
"2710","2","5","早餐午餐下午五點左右用餐最好 太晚會看不見風景"
"2711","2","4","景很好，服務很棒，餐點價格貴，一杯羊奶180元，有附一片餅乾，羊奶乳酪蛋糕好小，也不便宜"
"2712","2","4","有面對七星潭的海景
當天去剛好沒有手工甜點了
乳酪蛋糕才30元
羊奶奶昔有一點羊騷味"
"2713","3","5","久違的花蓮之旅～3天內就來吃了兩次😬
第一天只吃到巧克力冰淇淋舒芙蕾鬆餅，於是在第三天再來吃一次小山園抹茶冰淇淋舒芙蕾鬆餅😋😋😋，超級滿足的，鹹食也都沒讓人失望～水準之上👍，更值得稱讚的是店員個個都很nice~大推，好吃好拍服務又好的優質店家。 …"
"2713","2","5","羊奶拿鐵跟羊奶焦糖瑪奇朵，蠻特別外面很少見，應該有一點羊味。會怕還是建議不要點"
"2714","2","5","坐室內看海景非常舒適
以羊奶基地的蛋糕及飲品很香濃
連我怕羊奶腥味的人都非常推薦 …"
"2715","2","4","🌟IG : ilove0617
價位偏高，風景優美，主餐不錯
甜點飲料要加強～
旁邊就是七星潭，可以順便去走走 …"
"2716","8","5","神奇飲料，永不耗盡。"
"2716","2","5","無敵海景，羊奶咖啡很特別，但是羊騷味真的很重，價格不是很便宜，一杯咖啡要兩百多塊"
"2716","3","4","2023/08 週五的下午時段用餐🍽️
提前兩週在網路上訂位，我們單純是去吃午餐，因此沒有品嘗到舒芙蕾鬆餅的部分，點了泰式打拋豬飯與台客燒肉飯，真的蠻好吃😋而且份量很剛好～自製的炸豆腐也很好吃😍飲品選擇玫瑰鮮奶茶與拿鐵咖啡，玫瑰鮮奶茶很有香氣，拿鐵也很濃醇香，整體而言很滿意👏 …"
"2716","2","5","服務：5顆星
餐點：4顆星
地點：5顆星 …"
"2717","2","5","花蓮必去療癒的好地方🙂 …"
"2717","33","5","非常好吃，提拉米酥"
"2718","2","5","景色美，遇當日廚房休息無法用餐。靠窗座位需提前訂位"
"2719","2","5","重新裝潢後又再訪牧場餐廳，每個位置都可以欣賞到無敵海景，木造屋頂結構增添了復古的氣氛，餐點的料理方式也很不同，特別製作的醬料增加的香氣，很愉快的用餐環境👍 …"
"2720","2","3","食物以花蓮來說算很貴，份量少。適合有閒情逸致的人來這看海，玻璃擦的很乾淨。外面養了幾頭羊，可以帶小朋友來餵草，除此之外沒其他動物了，牧場只是餐廳的名子……"
"2721","2","4","香草米蘭燉羊膝很軟嫩大推、如果有長輩可以點這道料理、👍 …"
"2722","2","5","餐點份量十足
建議兩人點一份套餐～其他單點即可"
"2723","2","3","景色優美環境舒適
飲品好喝、羊奶特色
但是主食不推薦，
餐點的漢堡排太乾柴、雞肉腥味很重"
"2724","2","5","放鬆好地方，冷氣若再強點會更好！
餐點飲料幾乎是羊的口味，有特色呢！"
"2725","2","5","雖然抵達的時候，天氣狀況不是很好。但是從餐廳望向七星潭，依舊十分美麗。不過，最棒的是餐點部分讓人非常滿意，廚師烤功非常棒！價格部分非常對得起品質！大推！"
"2726","2","1","不推薦來的一個爛地方，店家規定特別多本來想用餐一個餐580還強迫，每人需要領一杯飲料變相強迫消費感覺不佳，絕不推薦很多外圍建築的都爛爛的"
"2727","2","5","第一次來 環境很美 旁邊走下去就是七星潭的海邊 坐在裡面看著海享受美食 真的很棒
第一次去因為沒有提前訂位 只好買了一個聖代跟原味的冰淇淋去海邊坐著吃 這還是我第一次有這樣的體驗 吃著好吃的冰吹著海風 看著環境優美的海岸 讓人真是捨不得回家"
"2728","2","4","綜合麵包熱熱的很好吃，搭配咖啡整個很有飽足感。不敢喝羊奶的人可以換鮮奶咖啡。畢竟羊奶就是要有騷味才能叫新鮮羊奶呀。環境很寬敞，景色優美。"
"2729","7","5","很好拍照的地方，2/18到訪，飄著細雨也無礙。也很適合在平日在這放空看海"
"2729","2","5","窗邊面海風景很漂亮，有自己的停車地點
餐點融合了羊肉、羊奶的元素，好吃！"
"2730","2","4","很有特色的一間餐廳 適合聚餐的好所在！
天氣很熱，室內空間大使冷氣不涼，邊吃飯邊流汗不太舒服，建議可以改善這個問題😖😖 …"
"2731","2","4","重新裝修過了
感覺比較清爽了服務人員也很親切喔
羊奶咖啡好喝 …"
"2732","2","4","還行特別的小牧場，景觀漂亮羊奶味道很重的咖啡，價位很高可續杯"
"2733","2","4","二次造訪原野牧場~
因為餐廳窗外的七星潭美景讓我頓時覺得好像瞬間移動到沖繩的餐廳用餐 😌
餐廳內餐點都蠻不錯的~ …"
"2734","2","4","五分熟的牛肉中間筋膜太韌 不好切
景觀不錯 但窗邊位子需要預約"
